CIK|Ticker|Name|Exchange|SIC|Business|Incorporated|IRS
1016178|CARV|Carver Bancorp Inc|NASDAQ|6035|NY|DE|133904174
18172|CAS|Castle A M & Co|NYSE|5051|IL|MD|360879160
1009244|CASA|Mexican Restaurants Inc|OTC|5812|TX|TX|760493269
928911|CASB|Cascade Financial Corp||6022|WA|DE|911661954
907471|CASH|Meta Financial Group Inc|NASDAQ|6035|SD|DE|421406262
1070602|CASI|Careside Inc||3841|CA|DE|232862507
1018152|CASL|Castle Dental Centers Inc||8741|TX|DE|760486898
1411179|CASL|Red Giant Entertainment Inc||2731|FL|NV|980471928
764579|CASM|Cas Medical Systems Inc|NASDAQ|3841|CT|DE|61123096
708781|CASS|Cass Information Systems Inc|NASDAQ|7389|MO|MO|431265338
1261888|CAST|Chinacast Education Corp|OTC|8200|F4|DE|200178991
726958|CASY|Caseys General Stores Inc|NASDAQ|5500|IA|IA|420935283
18230|CAT|Caterpillar Inc|NYSE|3531|IL|DE|370602744
1277856|CATM|Cardtronics Inc|NASDAQ|7389|TX|DE|760681190
18255|CATO|Cato Corp|NYSE|5621|NC|DE|560484485
899636|CATS|Catalyst Semiconductor Inc|OTCBB|3674|CA|DE|770083129
1063085|CATT|Catapult Communications Corp||7372|CA|CA|770086010
1421901|CATV|4cable TV International Inc|OTC|3663|SC|NV|
861842|CATY|Cathay General Bancorp|NASDAQ|6022|CA|DE|954274680
1120155|CATZ|Computer Access Technology Corp||3825|CA|DE|770302527
739460|CAU|Canyon Resources Corp||1040|CO|DE|840800747
1118159|CAUL|Versadial Inc||3990|NY|NV|113535204
789863|CAV|Cavalier Homes Inc|NYSE MKT|2451|AL|DE|630949734
1049535|CAVB|Cavalry Bancorp Inc||6022|TN|TN|621721072
1175609|CAVM|Cavium Inc|NASDAQ|3674|CA|DE|770558625
721447|CAW|Cca Industries Inc|NYSE MKT|2844|NJ|DE|42795439
1060426|CAXG|Aoxing Pharmaceutical Company Inc|NYSE|2834|NJ|FL|650636168
20171|CB|Chubb Corp|NYSE|6331|NJ|NJ|132595722
1570318|CBA|Clearbridge American Energy MLP Fund Inc|NYSE||NY|MD|462078197
855386|CBAC|Community National Bancorporation||6021|GA|GA|581856963
25657|CBAG|Crested Corp||1220|WY|CO|840608126
1289496|CBAI|Cord Blood America Inc|OTC|8071|NV|FL|651078768
1117171|CBAK|China Bak Battery Inc|NASDAQ|3690|F4|NV|880442833
711669|CBAN|Colony Bankcorp Inc|NASDAQ|6022|GA|GA|581492391
1300335|CBAS|Coastal Bancshares Acquisition Corp||6770|TX|TX|
716133|CBB|Cincinnati Bell Inc|NYSE|4813|OH|OH|311056105
316312|CBBI|Central Pacific Financial Corp|OTC|6022|HI||990212597
1010002|CBBO|Columbia Bancorp||6022|OR|OR|931193156
1081748|CBBS|Columbia Bakeries Inc||7389|UT|NV|880406874
840264|CBC|Capitol Bancorp LTD|NYSE|6021|MI|MI|382761672
1036148|CBCL|Cybertel Communications Corp||4813|CA|NV|860862532
1093897|CBCO|Coastal Banking Co Inc|OTC|6021|SC|SC|582455445
1141982|CBE|Cooper Industries PLC|NYSE|3670|L2||980632292
16590|CBEX|Cambex Corp|OTC|3572|MA|MA|42442959
1205727|CBEY|Cbeyond Inc|NASDAQ|4813|GA||
1330969|CBF|Cbre Realty Finance Inc|NASDAQ|6798|CT||
1479750|CBF|Capital Bank Financial Corp|NASDAQ|6021|FL|DE|271454759
1113336|CBFC|CNB Financial Services Inc|OTC|6022|WV|WV|550773918
1138118|CBG|Cbre Group Inc|NYSE|6500|CA|DE|943391143
715096|CBH|Commerce Bancorp Inc||6021|NJ|NJ|222433468
1027884|CBI|Chicago Bridge & Iron Co N V|NYSE|1700|P7|P7|
933590|CBIN|Community Bank Shares Of Indiana Inc|NASDAQ|6022|IN|IN|351938254
1024626|CBIS|Cannabis Science Inc|OTC|2834|CO|NV|911869677
883943|CBK|Christopher & Banks Corp|NYSE|5621|MN|DE|61195422
1006830|CBKM|Consumers Bancorp Inc|OTC|6036|OH|OH|341771400
1071992|CBKN|Capital Bank Corp||6022|NC|NC|562101930
1487623|CBKW|Choice Bancorp Inc|OTC|6022|WI|WI|
910612|CBL|CBL & Associates Properties Inc|NYSE|6798|TN|DE|621545718
1318641|CBLI|Cleveland Biolabs Inc|NASDAQ|8731|NY|DE|200077155
1470129|CBLY|China Bilingual Technology & Education Group Inc|OTC|8200|R9|NV|680678185
820081|CBM|Cambrex Corp|NYSE|2834|NJ|DE|222476135
840081|CBM|Tax Exempt Securities Trust Series 289|NYSE||NY|NY|
834105|CBMD|Columbia Bancorp||6022|MD|MD|521545782
1378624|CBMG|Cellular Biomedicine Group Inc|OTC|6199|CA|DE|861032927
1383183|CBMX|Combimatrix Corp|NASDAQ|3826|CA|DE|470899439
1079385|CBN|Cornerstone Bancorp Inc||6021|CT|CT|61524044
1399356|CBNI|China BCT Pharmacy Group Inc||5122|F4|DE|208067060
1089720|CBNJ|Community Bancorp Of New Jersey|NASDAQ|6036|NJ|NJ|223495574
1411303|CBNJ|Cape Bancorp Inc|NASDAQ|6022|NJ|MD|
1355786|CBNK|Chicopee Bancorp Inc|NASDAQ|6036|MA||204840562
319156|CBNR|Cubic Energy Inc|OTC|1381|TX|TX|870352095
1111196|CBNR|Chestatee Bancshares Inc|OTC|6022|GA||582535333
1374310|CBOE|Cboe Holdings Inc|NASDAQ|6200|IL|DE|205446972
1304366|CBON|Community Bancorp||6021|NV|NV|10668846
1332602|CBOU|Caribou Coffee Company Inc||5810|MN|MN|411731219
926844|CBP|China Botanic Pharmaceutical|NYSE|2834|F4||841273503
1369868|CBPO|China Biologic Products Inc|NASDAQ|2836|F4||752308816
918581|CBR|Ciber Inc|NYSE|7371|CO|DE|382046833
1124074|CBRE|Calibre Energy Inc||7389|DC|NV|880343804
25373|CBRL|Cracker Barrel Old Country Store Inc|NASDAQ|5812|TN|TN|620812904
1067294|CBRL|Cracker Barrel Old Country Store Inc|NASDAQ|5812|TN||620812904
821995|CBRX|Columbia Laboratories Inc|NASDAQ|2834|MA|DE|592758596
813828|CBS|CBS Corp|NYSE|4833|NY|DE|42949533
919805|CBSA|Coastal Bancorp Inc||6036|TX|TX|760428727
22356|CBSH|Commerce Bancshares Inc|NASDAQ|6022|MO|MO|430889454
1290658|CBSJ|Creative Beauty Supply Of New Jersey Corp|OTC|5122|NJ||562415252
1295879|CBSO|Communitysouth Financial Corp|OTC|6021|SC|SC|200934786
18568|CBSS|Compass Bancshares Inc||6021|AL|DE|630593897
912183|CBST|Cubist Pharmaceuticals Inc|NASDAQ|2834|MA|DE|223192085
16040|CBT|Cabot Corp|NYSE|2890|MA|DE|42271897
1042418|CBTEQ|Hedgepath Pharmaceuticals Inc|OTC|8731|FL|DE|541641133
1156833|CBTT|China Bottles Inc||3086|F4|NV|871578749
723188|CBU|Community Bank System Inc|NYSE|6021|NY|DE|161213679
948069|CBUK|Cutter & Buck Inc||2320|WA|WA|911474587
1381192|CBVA|Cab-tive Advertising Inc||7310|NV|NV|205609647
1452583|CBWP|Crownbutte Wind Power Inc|OTC|4911|ND|NV|200844584
1142526|CBYI|Cal Bay International Inc|OTC|5040|CA|NV|330952044
944148|CBZ|Cbiz Inc|NYSE|7389|OH|DE|222769024
1062780|CBZ|Cobalt Corp|NYSE|6324|WI|WI|391931212
1307425|CBZFF|Carbiz Inc|OTC|5500|FL|A6|
104599|CC|Circuit City Stores Inc||5731|VA|VA|540493875
109289|CCA|Zerolease Inc|NYSE MKT||||
1092896|CCA|MFS California Municipal Fund|NYSE MKT||MA|MA|43483817
1160217|CCAH|Global Roaming Distribution Inc||3669|FL|FL|651129569
1091406|CCAJ|Edgar Filingnet Inc|OTC|7389|NY|NV|880429638
1014133|CCBD|Community Central Bank Corp|OTC|6022|MI|MI|383291744
726601|CCBG|Capital City Bank Group Inc|NASDAQ|6022|FL|FL|592273542
1184818|CCBI|Commercial Capital Bancorp Inc||6035|CA|NV|330865080
350621|CCBL|C-cor Inc||3663|PA|PA|240811591
921085|CCBN|Central Coast Bancorp||6022|CA|CA|770367061
730030|CCBP|Comm Bancorp Inc||6022|PA|PA|232242292
1074972|CCBT|CCBT Financial Companies Inc||6021|MA|MA|43437708
812701|CCC|Calgon Carbon Corporation|NYSE|2810|PA|DE|250530110
1017917|CCCG|CCC Information Services Group Inc||7370|IL|DE|541242469
1416569|CCCHF|China Cablecom Holdings LTD|NASDAQ|4841|F4|D8|
773394|CCCI|China Cable & Communication Inc|OTC|4841|K3|DE|112717273
793986|CCCN|City Capital Corp||6500|NV|NV|222774460
1556266|CCCR|China Commercial Credit Inc|NASDAQ|6021|F4|DE|454077653
832483|CCDC|Concorde Career Colleges Inc||8200|KS|DE|431440321
1337080|CCDE|Empire Water Corp||5190|CA|NV|
804055|CCE|Coca-cola Refreshments USA Inc|NYSE|2086|GA|DE|580503352
1491675|CCE|Coca-cola Enterprises Inc|NYSE|2086|GA|DE|272197395
862692|CCEL|Cryo Cell International Inc|OTC|8900|FL|DE|223023093
830524|CCF|Chase Corp|NYSE MKT|3640|MA|MA|111797126
1189356|CCFC|CCSB Financial Corp|OTC|6036||DE|320034299
943033|CCFH|CCF Holding Co|OTC|6035|GA|GA|582173616
1528061|CCFI|Community Choice Financial Inc|NASDAQ|6099|OH||451536453
731122|CCFN|Ccfnb Bancorp Inc|OTC|6022|PA|PA|232254643
1490983|CCG|Campus Crest Communities Inc|NYSE|6500|NC|MD|272481988
1429764|CCGI|Car Charging Group Inc|OTC|7200|FL|NV|30608147
1331444|CCGY|China Clean Energy Inc|OTC|2860|F4|DE|
1051470|CCI|Crown Castle International Corp|NYSE|4899|TX|DE|760470458
1323653|CCIX|Coleman Cable Inc|NASDAQ|3357|IL|DE|364410887
1219601|CCK|Crown Holdings Inc|NYSE|3411|PA|PA|753099507
1380706|CCKH|China Domestica Bio-technology Holdings Inc||7990|F4|NV|205432794
815097|CCL|Carnival Corp|NYSE|4400|FL|DE|591562976
1470683|CCLTF|China Ceramics Co LTD|NASDAQ|3250|F4|D8|
1400891|CCMOV|CC Media Holdings Inc||4832|TX||260241222
1102934|CCMP|Cabot Microelectronics Corp|NASDAQ|3674|IL|DE|364324765
1028921|CCMS|Champion Communication Services Inc|OTC|4899|TX|DE|760448005
736772|CCNE|CNB Financial Corp|NASDAQ|6022|PA|PA|251450605
1140102|CCNI|Command Center Inc|OTC|7363|ID|WA|912084501
1334978|CCO|Clear Channel Outdoor Holdings Inc|NYSE|7310|TX|DE|860812139
1158324|CCOI|Cogent Communications Group Inc|NASDAQ|7372|DC||522337274
21828|CCOM|Ccom Group Inc|OTC|5070|NJ|NY|112037182
1088638|CCON|Coconnect Inc|OTC|6770|UT|NV|631205304
1161706|CCOP|Competitive Companies Inc|OTC|4813|TX|NV|651146821
826330|CCOR|Core Technologies Pennsylvania Inc||5063|NY|DE|222537194
1004740|CCOW|Capital Corp Of The West||6022|CA|CA|770405791
1021179|CCP|Chevy Chase Preferred Capital Corp||6500|MD|MD|521998335
1072806|CCPCN|Eos Preferred Corp||6500|NY|MA|43439366
1052801|CCPRZ|Coast Federal Litigation Contingent Payment Rights Trust||6035|DE|DE|137140975
915290|CCRD|Concord Communications Inc||7372|MA|MA|42710876
1083848|CCRE|Can Cal Resources LTD|OTC|1000|NV|NV|860865852
1141103|CCRN|Cross Country Healthcare Inc|NASDAQ|7363|FL|DE|134066229
1068199|CCRT|Compucredit Corp||6141|GA|GA|582336689
1391253|CCRY|Chancery Resources Inc|OTC|1090|A1|NV|
1445109|CCTC|Clean Coal Technologies Inc|OTC|1311|NY|NV|261079442
1219097|CCTR|Ubidcom Holdings Inc|OTC|5961|IL|DE|522372260
739708|CCU|Clear Channel Communications Inc|NYSE|4832|TX|TX|741787536
749038|CCUR|Concurrent Computer Corp|NASDAQ|3571|GA|DE|42735766
1081938|CCVR|Golden Dragon Holding Co||6770|CO||274635140
1340652|CCXI|Chemocentryx Inc|NASDAQ|2834|CA|DE|943254365
1022759|CDBK|Cardinal Bankshares Corp|OTC|6022|VA|VA|541804471
1318509|CDCE|China Transportation International Holdings Group LTD||6770|F4||264694804
1179484|CDCO|Comdisco Holding Co Inc|OTC|7377|IL|DE|542066534
1335112|CDCX|Sitoa Global Inc||7389|F4|DE|
22912|CDCY|Compudyne Corp||3812|MD|NV|231408659
215466|CDE|Coeur Mining Inc|NYSE|1040|ID|DE|820109423
1144225|CDED|Decision Diagnostics Corp||7371|CA|NV|912105842
1018920|CDEN|Coast Dental Services Inc||8011|FL|DE|593136131
1473971|CDFT|Citadel Eft Inc|OTC|7389|CA|NV|800473573
712757|CDGC|Cambridge Holdings LTD||6512|CO|CO|840826695
18396|CDI|CDI Corp|NYSE|7363|PA|PA|232394430
719722|CDIC|Cardiodynamics International Corp||3845|CA|CA|953533362
811222|CDIF|Cardiff International Inc|OTC|7372|NV|CO|841044583
866829|CDIS|Helix Energy Solutions Group Inc|NYSE|1389|TX|MN|953409686
1095130|CDKX|Arkados Group Inc||7389|NJ|DE|223586087
1174527|CDL|Citadel Broadcasting Corp|NYSE|4832|NV|DE|510405729
1045944|CDLC|Coddle Creek Financial Corp||6022|NC|NC|562045998
803034|CDMP|Gener8xion Entertainment Inc||7812|CA|NY|133341562
745274|CDMS|Cadmus Communications Corp||2750|VA|VA|541274108
1035398|CDNC|Cardinal Communications Inc||7370|CO|NV|721346591
933157|CDNR|Royal Silver Mines Inc|NYSE MKT|1000|WA|UT|870306609
813672|CDNS|Cadence Design Systems Inc|NASDAQ|7372|CA|DE|770148231
1334325|CDOC|Coda Octopus Group Inc|OTC|3812|NY|DE|342008348
761648|CDR|Cedar Realty Trust Inc|NYSE|6798|NY|MD|421241468
1330446|CDS|Cold Spring Capital Inc|NYSE MKT|6770|CT|DE|753192592
1164552|CDSS|Green Energy Management Services Holdings Inc||8742|NJ|DE|752873882
949428|CDTI|Clean Diesel Technologies Inc|NASDAQ|3564|CA|DE|61393453
1098584|CDTN|Capacitive Deionization Technology Systems Inc|OTC|4941|TX|NV|860867960
1000779|CDV|CD&L Inc||4213|NJ|DE|223350958
1384522|CDVT|Card Activation Technologies Inc|OTC|6794|IL|DE|205769015
1405660|CDVV|Paradigm Resource Management Corp||4813|K3|NV|
1402057|CDW|CDW Corp|NASDAQ|5961|IL|DE|260273989
899171|CDWC|CDW Corp||5961|IL|IL|363310735
865937|CDX|Catellus Development Corp|NASDAQ|6512|CA|DE|942953477
1228862|CDX|Catellus Development Corp|NASDAQ|6798|CA|DE|942953477
1386570|CDXC|Chromadex Corp|OTC|2833|CA|DE|262940963
1200375|CDXS|Codexis Inc|NASDAQ|2860|CA||710872999
1303936|CDY|Cardero Resource Corp|NYSE MKT|1040|A1|A1|
727273|CDZI|Cadiz Inc|NASDAQ|4941|CA|DE|770313235
740112|CE|Concord Efs Inc|NYSE|6099|CO|DE|42462252
1306830|CE|Celanese Corp|NYSE|2820|TX|DE|980420726
1463792|CEAC|Gold Torrent Inc|OTC|4899|ID|NV|
1076394|CEBK|Central Bancorp Inc||6022|MA|MA|43447594
813920|CEC|Cec Entertainment Inc|NYSE|5812|TX|KS|480905805
926865|CECB|Cecil Bancorp Inc|OTC|6035|MD|MD|521883546
54175|CECC|Advantage Capital Development Corp||6770|FL|NV|870217252
3197|CECE|Ceco Environmental Corp|NASDAQ|3564|OH|DE|132566064
1046568|CECO|Career Education Corp|NASDAQ|8200|IL|DE|363932190
709355|CECX|Castle Energy Corp||1311|PA|DE|760035225
1464305|CECX|On Demand Heavy Duty Corp||1382|A0|NV|461766696
1046880|CEDC|Central European Distribution Corp||5180|PA|DE|541865271
860489|CEE|Central Europe Russia & Turkey Fund Inc|NYSE||NY|MD|133556099
1083459|CEEC|China Water Group Inc||4950|F4|NV|880409151
828535|CEFC|Commercial National Financial Corp|OTC|6022|MI|MI|382799780
1004440|CEG|Constellation Energy Group Inc|NYSE|4911|MD|MD|521964611
865231|CEGE|Cell Genesys Inc||2834|CA|DE|943061375
1408351|CEGX|Cardinal Energy Group Inc|OTCBB|1382|OH|NV|
20947|CEI|Cleveland Electric Illuminating Co||4911|OH|OH|340150020
918958|CEI|Crescent Real Estate Equities Co||6798|TX|TX|521862813
1176325|CEII|Skinny Nutritional Corp|OTC|5141|PA|NV|233100268
1367898|CEII|Uschina Channel Inc|OTC|7389|||204854568
1061985|CEIW|Consolidated Energy Inc||1220|KY|WY|860852222
816284|CELG|Celgene Corp|NASDAQ|2834|NJ|DE|222711928
918946|CELL|Brightpoint Inc||5065|IN|IN|351778566
1421526|CELM|China Electric Motor Inc|OTC|3621|F4|DE|261357787
1587246|CELP|Cypress Energy Partners LP|NYSE|1389|OK|DE|
1488775|CEM|Clearbridge Energy MLP Fund Inc|NYSE||NY|MD|272282398
1461993|CEMP|Cempra Inc|NASDAQ|2834|NC|DE|262644445
1124887|CEN|Ceridian Corp|NYSE|8742|MN|DE|411981625
1576340|CEN|Center Coast MLP & Infrastructure Fund|NYSE||TX|DE|
1085636|CENF|Central Freight Lines Inc||4213|TX|NV|742914331
887733|CENT|Central Garden & Pet Co|NASDAQ|5190|CA|DE|680275553
949157|CENX|Century Aluminum Co|NASDAQ|3334|IL|DE|133070826
1362705|CEP|Constellation Energy Partners LLC|NYSE MKT|1311|TX|DE|113742489
873364|CEPH|Cephalon Inc||2834|PA|DE|232484489
1231472|CEPO|Ceptor Corp||2834|MD||112897392
1136352|CEQP|Crestwood Equity Partners LP|NYSE|5960|TX|DE|431918951
18651|CER|Central Illinois Light Co||4931|IL|IL|370211050
826821|CERB|Cerbco Inc||1700|MD|DE|541448835
767884|CERE|Ceres Inc|NASDAQ|100|CA|DE|
215403|CERG|Ceres Group Inc||6311|OH|DE|341017531
804753|CERN|Cerner Corp|NASDAQ|7373|MO|DE|431196944
1324759|CERP|Cereplast Inc|OTC|2821|IN|NV|
1020214|CERS|Cerus Corp|NASDAQ|3841|CA|DE|680262011
1103393|CESF|Ce Software Inc|OTC|7372|IA|IA|421298712
1053361|CESI|Catalytica Energy Systems Inc||3510|CA|DE|770410420
1119601|CESV|China Energy Savings Technology Inc||3670|F4|NV|860995730
18748|CET|Central Securities Corp|NYSE MKT||NY|DE|131875970
23778|CETH|Convergence Ethanol Inc||2860|NV||200987069
944627|CETR|Cet Services Inc||4955|CO|CA|330285964
925645|CETV|Central European Media Enterprises LTD|NASDAQ|4833|2N||
1203900|CEU|China Education Alliance Inc|NYSE|8200|F4|NC|562012361
1074692|CEV|Eaton Vance California Municipal Income Trust|NYSE MKT||MA||46880057
1173489|CEVA|Ceva Inc|NASDAQ|3674|CA|DE|770556376
1173738|CEXI|Cdex Inc||3829|AZ|NV|522336836
1443863|CEYY|Fresh Start Private Management Inc|OTC|8093|CA|NV|261972677
819692|CF|Charter One Financial Inc|NYSE|6021|OH|DE|341567092
1324404|CF|CF Industries Holdings Inc|NYSE|2870|IL|DE|202697511
744778|CFB|Commercial Federal Corp||6035|NE|NE|470658852
1224499|CFBC|Community First Bancorp Inc||6035|KY|MD|364526348
857593|CFBX|Community First Bankshares Inc||6022|ND|DE|460391436
25191|CFC|Countrywide Financial Corp||6035|CA|DE|132641992
949859|CFCI|CFC International Inc||2891|IL|DE|363434526
19913|CFCM|Chief Consolidated Mining Co||6795|UT|AZ|870122295
935930|CFCP|Coastal Financial Corp||6035|SC|DE|570925911
1062978|CFD|Helios High Yield Fund|NYSE MKT||NY|MA|522108996
1345801|CFD|Nuveen Diversified Commodity Fund|NYSE MKT|6221|IL|DE|
1442513|CFDJ|Compound Natural Foods Inc||2080|CO|NV|841418566
1371310|CFEC|Neologic Animation Inc||1000|F4|NV|
1346346|CFED|Confederate Motors Inc|OTC|3751|AL|DE|
850606|CFFC|Community Financial Corp||6035|VA|VA|541532044
913341|CFFI|C & F Financial Corp|NASDAQ|6022|VA|VA|541680165
1074433|CFFN|Capitol Federal Financial|NASDAQ|6035|KS||481212142
1490906|CFFN|Capitol Federal Financial Inc|NASDAQ|6035|KS|MD|
913781|CFGI|Crown Financial Group Inc||6211|NJ|NJ|131924455
1318309|CFGI|Crown Financial Holdings Inc||6211|NJ|NJ|202045547
1262276|CFHI|Coast Financial Holdings Inc||6022|FL||141858265
723603|CFI|Culp Inc|NYSE|2211|NC|NC|561001967
1448324|CFIC|Cornerstone Financial Corp|OTC|6021|NJ|NJ|800282551
1123735|CFIS|Community Financial Shares Inc|OTC|6035|IL|MD|364387843
1436040|CFL|Brinks Home Security Holdings Inc|NYSE|7380|TX|VA|800188977
1428267|CFMSF|Clifton Star Resources Inc|OTC|1000|A8||
1457543|CFN|Carefusion Corp|NYSE|3841|CA||264123274
1345622|CFNA|CNB Financial Corp||6021|MA|MA|203801620
803016|CFNB|California First National Bancorp|NASDAQ|6021|CA|CA|330964185
1060523|CFNL|Cardinal Financial Corp|NASDAQ|6021|VA|VA|541874630
1047446|CFOK|Community First Bancorp|OTC|6022|SC|SC|582322486
1426874|CFOS|Kaibo Foods Co LTD||2090|K3|NV|421749358
1399186|CFP|Cornerstone Progressive Return Fund|NYSE MKT||NY|DE|208998485
1208833|CFPC|Growers Direct Coffee Company Inc||5140|CA|NV|460466417
39263|CFR|Cullen|NYSE|6021|TX|TX|741751768
1445297|CFRI|Conforce International Inc|OTC|4400|A6|DE|
6814|CFS|Comforce Corp||7363|NY|DE|362362248
1006265|CFSB|Citizens First Financial Corp||6035|IL|DE|371351861
1286686|CFSI|Collegiate Funding Services Inc||6141|VA|DE|43649118
1132515|CFSL|Chesterfield Financial Corp||6021|IL||364441126
1253710|CFW|Cano Petroleum Inc|NYSE MKT|1311|TX||980401645
1092895|CFX|Colonial Insured Municipal Fund|NYSE||MA|MA|43483816
1420800|CFX|Colfax Corp|NYSE|3561|MD|DE|541887631
1527166|CG|Carlyle Group LP|NASDAQ|6282|DC|DE|452832612
857949|CGAG|China Green Agriculture Inc|NYSE|2870|F4|NV|363526027
18072|CGC|Cascade Natural Gas Corp||4924|WA|WA|910599090
109757|CGCO|Commerce Group Corp|OTC|1040|WI||396050862
863680|CGCP|Cardiogenesis Corp||3842|CA|CA|770223740
1223663|CGDF|Colombia Goldfields LTD||1040|WA||
1517130|CGEIU|Pingtan Marine Enterprise LTD|NASDAQ|1600|F4|E9|
1344394|CGFI|Colorado Goldfields Inc|OTC|1000|CO|NV|200716175
927133|CGFW|Cyberguard Corp|NYSE MKT|3571|FL|FL|650510339
1164538|CGHI|Centurion Gold Holdings Inc||1040|T3|FL|651129207
811612|CGI|Commerce Group Inc|NYSE|6331|MA|MA|42599931
865941|CGI|Celadon Group Inc|NYSE|4213|IN|DE|133361050
1349929|CGIX|Cancer Genetics Inc|NASDAQ|8071|NJ||43462475
16104|CGL|Cagles Inc||2015|GA|GA|580625713
726845|CGLD|Capital Gold Corp|OTC|1040|NY|NV|331805030
1096295|CGLO|Canglobe International Inc|OTC|9995|A1|NV|770454856
1450015|CGLO|China Global Media Inc|OTC|7600|F4|NV|43626788
23341|CGM|Congoleum Corp||3089|NJ|DE|20398678
894847|CGME|Carlyle Gaming & Entertainment LTD||7900|NY|CO|841210544
21438|CGN|Thinkengine Networks Inc||3661|MA||208058881
1089029|CGNH|Cardiogenics Holdings Inc|OTC|7389|FL|NV|880380456
1363613|CGNUF|Chinagrowth North Acquisition Corp||6770|F4|E9|
1341327|CGNV|Cignus Ventures Inc||1000|WA|NV|743152432
851205|CGNX|Cognex Corp|NASDAQ|3823|MA|MA|42713778
1285650|CGO|Calamos Global Total Return Fund|NASDAQ||IL||203377281
1103137|CGPA|College Partnership Inc||8200|CO|NV|841416023
1012270|CGPI|Collagenex Pharmaceuticals Inc|OTC|2834|PA|DE|521758016
1076939|CGPN|Skystar Bio-pharmaceutical Co|NASDAQ|2834|F4|NV|330901534
1509351|CGPS|Eventure Interactive Inc||3812|NY|NV|274387595
1165780|CGRH|Cougar Holdings Inc|OTC|1400|WA|NV|460484576
1271805|CGSO|Centergistic Solutions Inc|OTC|7371|||
1363614|CGSUF|Chinagrowth South Acquisition Corp|OTC|6770|F4|E9|
1131517|CGTKD|Anesiva Inc||2834|CA|DE|770503399
1103759|CGUD|Com Guard Com Inc|OTC|7389|CA|NV|330879853
921500|CGX|Consolidated Graphics Inc|NYSE|2750|TX|TX|760190827
1096013|CGYB|Clean Energy Combustion Systems Inc||3590|A1|DE|980211550
354767|CGYN|Capco Energy Inc||1311|TX|CO|840846529
1208790|CGYV|China Energy Recovery Inc|OTC|3569|F4|DE|330843696
84667|CH|Rocky Mountain Lease & Development Co|NYSE MKT||||
846676|CH|Aberdeen Chile Fund Inc|NYSE MKT||PA|MD|222990009
894544|CHAG|Chancellor Group Inc|OTC|1311|TX|NV|870438647
1319048|CHAP|Chaparral Steel Co||3310|TX|DE|202373478
19252|CHAR|Chaparral Resources Inc||1311|TX|CO|840630863
1372605|CHATSWORTH|Chatsworth Acquisitions I Inc||6770|NY|DE|203654141
1372617|CHATSWORTH|Chatsworth Acquisitions II Inc||6770|NY|DE|203720961
1372618|CHATSWORTH|Chatsworth Acquisitions III Inc||6770|NY|DE|203721090
814068|CHB|Champion Enterprises Inc||2451|MI|MI|382743168
793983|CHBD|Chaus Bernard Inc||2330|NY|NY|132807386
887149|CHBH|Croghan Bancshares Inc|OTC|6022|OH|OH|311073048
1271057|CHBT|China-biotics Inc|OTC|1400|F4|DE|980393071
1043325|CHC|Centerline Holding Co|NYSE|6500|NY|DE|133916825
1477156|CHC|China Hydroelectric Corp|NYSE|4911|NY|E9|208979735
1299969|CHCI|Comstock Holding Companies Inc|NASDAQ|1531|VA|DE|201164345
726854|CHCO|City Holding Co|NASDAQ|6021|WV|WV|550619957
22872|CHCR|Advanzeon Solutions Inc|OTC|6324|FL|DE|952594724
313927|CHD|Church & Dwight Co Inc|NYSE|2840|NJ|DE|134996950
20212|CHDN|Churchill Downs Inc|NASDAQ|7948|KY|KY|610156015
814926|CHDO|Capstone Companies Inc||3640|FL|FL|841047159
922717|CHDX|Chindex International Inc|NASDAQ|5047|MD|DE|133097642
19584|CHE|Chemed Corp|NYSE|8082|OH|DE|310791746
1517175|CHEF|Chefs Warehouse Inc|NASDAQ|5141|CT|DE|203031526
797313|CHEL|Chell Group Corp||4841|A6|NY|112805051
1248124|CHEV|Cheviot Financial Corp|NASDAQ|6021|OH||
1528843|CHEV|Cheviot Financial Corp|NASDAQ|6035|OH|MD|
1110569|CHEY|China Energy & Carbon Black Holdings Inc||1382|F4|NV|
19612|CHFC|Chemical Financial Corp|NASDAQ|6022|MI|MI|382022454
1123440|CHFI|China Finance Inc|OTC|6351|NY|UT|870650976
1136796|CHFN|Charter Financial Corp|NASDAQ|6035|GA||
1478726|CHFN|Charter Financial Corp|NASDAQ|6035|GA|MD|
1061393|CHG|CH Energy Group Inc||4931|NY|NY|141804460
1364954|CHGG|Chegg Inc|NYSE|8200|CA|DE|203237489
1356792|CHGH|CHG Healthcare Services Inc|OTCBB|8090|UT|DE|510319328
1075861|CHGI|American Unity Investments Inc|OTC|3911|F4|FL|650067192
1421378|CHGL|Transit Management Holding Corp|OTC|6510|CO|CO|
1338578|CHGS|China Gengsheng Minerals Inc|NYSE MKT|3990|F4|NV|910541437
1335137|CHGY|China Energy Corp|OTC|1400|NV|NV|
1046311|CHH|Choice Hotels International Inc|NYSE|7011|MD|DE|521209792
1345479|CHHB|China Bio-immunity Corp||3949|A6|NV|202815911
1171471|CHI|Calamos Convertible Opportunities & Income Fund|NASDAQ||IL||30426532
1092006|CHIC|Charlotte Russe Holding Inc||5621|CA||330724325
1144320|CHID|New Energy Systems Group|NYSE|3690|F4|NV|912132336
860131|CHIO|China Bio-energy Corp|OTC|2860|K3|DE|742559866
706539|CHIR|Chiron Corp||2834|CA|DE|942754624
